concept:name,org:resource,Activity,Resource,@@startevent_concept:name,@@startevent_org:resource,@@startevent_Activity,@@startevent_Resource,start_timestamp,time:timestamp,@@duration,case:concept:name,case:variant,case:variant-index,case:creator
Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,2011-03-02 11:26:00-05:00,2011-03-02 11:26:00-05:00,0.0,343,Variant 1,1,Fluxicon Disco
Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,2011-03-03 01:49:00-05:00,2011-03-03 01:55:00-05:00,360.0,343,Variant 1,1,Fluxicon Disco
Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-03-03 01:55:00-05:00,2011-03-03 01:55:00-05:00,0.0,343,Variant 1,1,Fluxicon Disco
Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,2011-03-03 02:09:00-05:00,2011-03-03 02:17:00-05:00,480.0,343,Variant 1,1,Fluxicon Disco
Create Purchase Requisition,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,2011-02-17 05:43:00-05:00,2011-02-17 06:27:00-05:00,2640.0,344,Variant 2,2,Fluxicon Disco
Create Request for Quotation,Tesca Lobes,Create Request for Quotation,Tesca Lobes,Create Request for Quotation,Tesca Lobes,Create Request for Quotation,Tesca Lobes,2011-02-17 12:29:00-05:00,2011-02-17 12:39:00-05:00,600.0,344,Variant 2,2,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-02-20 13:03:00-05:00,2011-02-20 13:20:00-05:00,1020.0,344,Variant 2,2,Fluxicon Disco
Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,2011-02-22 09:04:00-05:00,2011-02-22 09:26:00-05:00,1320.0,344,Variant 2,2,Fluxicon Disco
Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,2011-02-23 00:58:00-05:00,2011-02-23 05:23:00-05:00,15900.0,344,Variant 2,2,Fluxicon Disco
Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,2011-02-23 12:27:00-05:00,2011-02-23 12:44:00-05:00,1020.0,344,Variant 2,2,Fluxicon Disco
Choose best option,Fjodor Kowalski,Choose best option,Fjodor Kowalski,Choose best option,Fjodor Kowalski,Choose best option,Fjodor Kowalski,2011-02-23 12:44:00-05:00,2011-02-23 12:44:00-05:00,0.0,344,Variant 2,2,Fluxicon Disco
Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,2011-02-24 05:43:00-05:00,2011-02-24 14:24:00-05:00,31260.0,344,Variant 2,2,Fluxicon Disco
Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,Karel de Groot,2011-02-24 18:58:00-05:00,2011-02-24 19:11:00-05:00,780.0,344,Variant 2,2,Fluxicon Disco
Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,2011-02-26 01:58:00-05:00,2011-02-26 02:30:00-05:00,1920.0,344,Variant 2,2,Fluxicon Disco
Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,2011-02-28 02:53:00-05:00,2011-03-01 19:06:00-05:00,144780.0,344,Variant 2,2,Fluxicon Disco
Release Purchase Order,Esmana Liubiata,Release Purchase Order,Esmana Liubiata,Release Purchase Order,Esmana Liubiata,Release Purchase Order,Esmana Liubiata,2011-03-02 02:38:00-05:00,2011-03-02 02:39:00-05:00,60.0,344,Variant 2,2,Fluxicon Disco
Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,2011-03-02 16:48:00-05:00,2011-03-02 16:49:00-05:00,60.0,344,Variant 2,2,Fluxicon Disco
Send Invoice,Carmen Finacse,Send Invoice,Carmen Finacse,Send Invoice,Carmen Finacse,Send Invoice,Carmen Finacse,2011-03-03 12:14:00-05:00,2011-03-03 12:14:00-05:00,0.0,344,Variant 2,2,Fluxicon Disco
Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,2011-03-04 02:35:00-05:00,2011-03-04 02:41:00-05:00,360.0,344,Variant 2,2,Fluxicon Disco
Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,2011-03-04 02:42:00-05:00,2011-03-04 02:42:00-05:00,0.0,344,Variant 2,2,Fluxicon Disco
Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,2011-03-04 03:41:00-05:00,2011-03-04 03:48:00-05:00,420.0,344,Variant 2,2,Fluxicon Disco
Create Purchase Requisition,Immanuel Karagianni,Create Purchase Requisition,Immanuel Karagianni,Create Purchase Requisition,Immanuel Karagianni,Create Purchase Requisition,Immanuel Karagianni,2011-02-18 00:41:00-05:00,2011-02-18 01:21:00-05:00,2400.0,349,Variant 1,1,Fluxicon Disco
Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,2011-02-18 16:12:00-05:00,2011-02-18 16:19:00-05:00,420.0,349,Variant 1,1,Fluxicon Disco
Create Request for Quotation,Francis Odell,Create Request for Quotation,Francis Odell,Create Request for Quotation,Francis Odell,Create Request for Quotation,Francis Odell,2011-02-18 16:25:00-05:00,2011-02-18 16:28:00-05:00,180.0,349,Variant 1,1,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-02-20 13:49:00-05:00,2011-02-20 14:03:00-05:00,840.0,349,Variant 1,1,Fluxicon Disco
Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,2011-02-21 18:23:00-05:00,2011-02-21 18:36:00-05:00,780.0,349,Variant 1,1,Fluxicon Disco
Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,Karel de Groot,2011-02-21 23:41:00-05:00,2011-02-22 04:08:00-05:00,16020.0,349,Variant 1,1,Fluxicon Disco
Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,Christian Francois,Analyze Quotation Comparison Map,Christian Francois,2011-02-22 10:49:00-05:00,2011-02-22 11:15:00-05:00,1560.0,349,Variant 1,1,Fluxicon Disco
Choose best option,Miu Hanwan,Choose best option,Miu Hanwan,Choose best option,Miu Hanwan,Choose best option,Miu Hanwan,2011-02-22 11:15:00-05:00,2011-02-22 11:15:00-05:00,0.0,349,Variant 1,1,Fluxicon Disco
Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,2011-02-22 15:04:00-05:00,2011-02-22 21:49:00-05:00,24300.0,349,Variant 1,1,Fluxicon Disco
Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,2011-02-23 05:40:00-05:00,2011-02-23 05:48:00-05:00,480.0,349,Variant 1,1,Fluxicon Disco
Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,Kiu Kan,Confirm Purchase Order,Kiu Kan,2011-02-23 19:03:00-05:00,2011-02-23 19:33:00-05:00,1800.0,349,Variant 1,1,Fluxicon Disco
Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,2011-02-24 18:06:00-05:00,2011-02-26 18:46:00-05:00,175200.0,349,Variant 1,1,Fluxicon Disco
Release Purchase Order,Anna Kaufmann,Release Purchase Order,Anna Kaufmann,Release Purchase Order,Anna Kaufmann,Release Purchase Order,Anna Kaufmann,2011-02-27 02:41:00-05:00,2011-02-27 02:42:00-05:00,60.0,349,Variant 1,1,Fluxicon Disco
Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,2011-02-28 08:09:00-05:00,2011-02-28 08:10:00-05:00,60.0,349,Variant 1,1,Fluxicon Disco
Send Invoice,Carmen Finacse,Send Invoice,Carmen Finacse,Send Invoice,Carmen Finacse,Send Invoice,Carmen Finacse,2011-03-03 12:14:00-05:00,2011-03-03 12:14:00-05:00,0.0,349,Variant 1,1,Fluxicon Disco
Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,2011-03-04 02:35:00-05:00,2011-03-04 02:42:00-05:00,420.0,349,Variant 1,1,Fluxicon Disco
Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,2011-03-04 02:42:00-05:00,2011-03-04 02:42:00-05:00,0.0,349,Variant 1,1,Fluxicon Disco
Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,2011-03-04 03:04:00-05:00,2011-03-04 03:11:00-05:00,420.0,349,Variant 1,1,Fluxicon Disco
Create Purchase Requisition,Anne Olwada,Create Purchase Requisition,Anne Olwada,Create Purchase Requisition,Anne Olwada,Create Purchase Requisition,Anne Olwada,2011-02-18 19:19:00-05:00,2011-02-18 20:09:00-05:00,3000.0,352,Variant 1,1,Fluxicon Disco
Analyze Purchase Requisition,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,2011-02-19 16:55:00-05:00,2011-02-19 17:02:00-05:00,420.0,352,Variant 1,1,Fluxicon Disco
Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,2011-02-19 17:09:00-05:00,2011-02-19 17:12:00-05:00,180.0,352,Variant 1,1,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-02-20 07:08:00-05:00,2011-02-20 07:39:00-05:00,1860.0,352,Variant 1,1,Fluxicon Disco
Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,2011-02-20 12:50:00-05:00,2011-02-20 13:09:00-05:00,1140.0,352,Variant 1,1,Fluxicon Disco
Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,2011-02-20 13:20:00-05:00,2011-02-20 17:01:00-05:00,13260.0,352,Variant 1,1,Fluxicon Disco
Analyze Quotation Comparison Map,Kim Passa,Analyze Quotation Comparison Map,Kim Passa,Analyze Quotation Comparison Map,Kim Passa,Analyze Quotation Comparison Map,Kim Passa,2011-02-21 00:01:00-05:00,2011-02-21 00:32:00-05:00,1860.0,352,Variant 1,1,Fluxicon Disco
Choose best option,Anna Kaufmann,Choose best option,Anna Kaufmann,Choose best option,Anna Kaufmann,Choose best option,Anna Kaufmann,2011-02-21 00:32:00-05:00,2011-02-21 00:32:00-05:00,0.0,352,Variant 1,1,Fluxicon Disco
Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,2011-02-21 03:13:00-05:00,2011-02-21 09:26:00-05:00,22380.0,352,Variant 1,1,Fluxicon Disco
Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,2011-02-22 08:28:00-05:00,2011-02-22 08:41:00-05:00,780.0,352,Variant 1,1,Fluxicon Disco
Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,2011-02-22 17:33:00-05:00,2011-02-22 17:48:00-05:00,900.0,352,Variant 1,1,Fluxicon Disco
Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,Karen Clarens,2011-02-23 23:32:00-05:00,2011-02-25 05:39:00-05:00,108420.0,352,Variant 1,1,Fluxicon Disco
Release Purchase Order,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,2011-02-25 13:20:00-05:00,2011-02-25 13:21:00-05:00,60.0,352,Variant 1,1,Fluxicon Disco
Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,2011-02-26 02:11:00-05:00,2011-02-26 02:12:00-05:00,60.0,352,Variant 1,1,Fluxicon Disco
Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,2011-02-26 13:22:00-05:00,2011-02-26 13:22:00-05:00,0.0,352,Variant 1,1,Fluxicon Disco
Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,2011-02-27 03:42:00-05:00,2011-02-27 03:45:00-05:00,180.0,352,Variant 1,1,Fluxicon Disco
Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,2011-02-27 03:45:00-05:00,2011-02-27 03:45:00-05:00,0.0,352,Variant 1,1,Fluxicon Disco
Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,2011-02-27 04:49:00-05:00,2011-02-27 05:00:00-05:00,660.0,352,Variant 1,1,Fluxicon Disco
Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,2011-02-20 20:38:00-05:00,2011-02-20 20:58:00-05:00,1200.0,361,Variant 58,58,Fluxicon Disco
Analyze Purchase Requisition,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,2011-02-21 19:42:00-05:00,2011-02-21 19:49:00-05:00,420.0,361,Variant 58,58,Fluxicon Disco
Create Request for Quotation,Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,Maris Freeman,2011-02-21 19:55:00-05:00,2011-02-21 19:57:00-05:00,120.0,361,Variant 58,58,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-02-22 16:24:00-05:00,2011-02-22 17:03:00-05:00,2340.0,361,Variant 58,58,Fluxicon Disco
Amend Request for Quotation,Christian Francois,Amend Request for Quotation,Christian Francois,Amend Request for Quotation,Christian Francois,Amend Request for Quotation,Christian Francois,2011-02-22 18:00:00-05:00,2011-02-22 18:10:00-05:00,600.0,361,Variant 58,58,Fluxicon Disco
Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,2011-03-04 11:23:00-05:00,2011-03-04 11:37:00-05:00,840.0,361,Variant 58,58,Fluxicon Disco
Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,2011-03-04 12:22:00-05:00,2011-03-04 12:29:00-05:00,420.0,361,Variant 58,58,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-03-05 13:08:00-05:00,2011-03-05 13:34:00-05:00,1560.0,361,Variant 58,58,Fluxicon Disco
Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,Anne Olwada,2011-03-05 14:24:00-05:00,2011-03-05 14:31:00-05:00,420.0,361,Variant 58,58,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-03-09 00:56:00-05:00,2011-03-09 01:13:00-05:00,1020.0,361,Variant 58,58,Fluxicon Disco
Amend Request for Quotation,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,2011-03-09 01:59:00-05:00,2011-03-09 02:04:00-05:00,300.0,361,Variant 58,58,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-03-14 00:42:00-05:00,2011-03-14 01:12:00-05:00,1800.0,361,Variant 58,58,Fluxicon Disco
Amend Request for Quotation,Kim Passa,Amend Request for Quotation,Kim Passa,Amend Request for Quotation,Kim Passa,Amend Request for Quotation,Kim Passa,2011-03-14 02:07:00-05:00,2011-03-14 02:19:00-05:00,720.0,361,Variant 58,58,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-03-20 09:17:00-05:00,2011-03-20 09:54:00-05:00,2220.0,361,Variant 58,58,Fluxicon Disco
Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,Anne Olwada,2011-03-20 10:45:00-05:00,2011-03-20 10:53:00-05:00,480.0,361,Variant 58,58,Fluxicon Disco
Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,2011-03-24 08:40:00-05:00,2011-03-24 09:09:00-05:00,1740.0,361,Variant 58,58,Fluxicon Disco
Amend Request for Quotation,Alberto Duport,Amend Request for Quotation,Alberto Duport,Amend Request for Quotation,Alberto Duport,Amend Request for Quotation,Alberto Duport,2011-03-24 09:56:00-05:00,2011-03-24 10:01:00-05:00,300.0,361,Variant 58,58,Fluxicon Disco
